0,zip_code,CAD Number,Response_Date,Call Date,Initial Problem Type,Final Problem Type,Block Address,Time PhonePickUp,Time First Unit Arrived,delta,minutes
"803 Reinli St, Austin, TX 78751, USA",78751,150641303,2015-03-05 18:25:29,03/05/2015,Auto Theft Service,xASSIST COMPLAINANT,3600 Block Southridge Dr,2015-03-05 18:23:38.000,2015-03-05 18:37:48.000,0 days 00:14:10.000000000,14.1666666667
"4600 Elmont Dr, Austin, TX 78741, USA",78741,143430477,2014-12-09 08:54:31,12/09/2014,xDISTRICT REPRESENTATIVE,xDISTRICT REPRESENTATIVE,4600 Block ELMONT DR,2014-12-09 08:54:31.000,2014-12-09 08:54:30.000,-1 days +23:59:59.000000000,1439.98333333
"2300 W Stassney Ln, Austin, TX 78745, USA",78745,143430477,2014-12-09 08:54:31,12/09/2014,xDISTRICT REPRESENTATIVE,xDISTRICT REPRESENTATIVE,4600 Block ELMONT DR,2014-12-09 08:54:31.000,2014-12-09 08:54:30.000,-1 days +23:59:59.000000000,1439.98333333
"400 Sabine St, Austin, TX 78701, USA",78701,150820820,2015-03-23 12:13:27,03/23/2015,Service,Service,400 Block Sabine St,2015-03-23 12:13:19.000,2015-03-23 12:18:55.000,0 days 00:05:36.000000000,5.6
"100 Home Pl W, Austin, TX 78753, USA",78753,150820820,2015-03-23 12:13:27,03/23/2015,Service,Service,400 Block Sabine St,2015-03-23 12:13:19.000,2015-03-23 12:18:55.000,0 days 00:05:36.000000000,5.6
"2300 Durwood St, Austin, TX 78704, USA",78704,170900569,2017-03-31 09:39:56,03/31/2017,Check Welfare Service,Nature Unknown Urgent,2300 Block Durwood St,2017-03-31 09:38:34.000,2017-03-31 09:42:47.943,0 days 00:04:13.943000000,4.21666666667
"700 Morrow St, Austin, TX 78752, USA",78752,170900569,2017-03-31 09:39:56,03/31/2017,Check Welfare Service,Nature Unknown Urgent,2300 Block Durwood St,2017-03-31 09:38:34.000,2017-03-31 09:42:47.943,0 days 00:04:13.943000000,4.21666666667
"6000 Palm Cir, Austin, TX 78741, USA",78741,121742274,2012-06-22 23:51:38,06/22/2012,Shots Fired,Shots Fired,6000 Block Palm Cir,2012-06-22 23:51:29.000,2012-06-22 23:53:38.000,0 days 00:02:09.000000000,2.15
"1000 Willow St, Austin, TX 78702, USA",78702,121742274,2012-06-22 23:51:38,06/22/2012,Shots Fired,Shots Fired,6000 Block Palm Cir,2012-06-22 23:51:29.000,2012-06-22 23:53:38.000,0 days 00:02:09.000000000,2.15
"100 W 5th St, Austin, TX 78701, USA",78701,121620221,2012-06-10 01:41:20,06/10/2012,Suspicious Person,Disturbance Other,100 Block W 5th St,2012-06-10 01:40:55.000,2012-06-10 01:42:50.000,0 days 00:01:55.000000000,1.91666666667
"2600 Howellwood Way, Austin, TX 78748, USA",78748,121620221,2012-06-10 01:41:20,06/10/2012,Suspicious Person,Disturbance Other,100 Block W 5th St,2012-06-10 01:40:55.000,2012-06-10 01:42:50.000,0 days 00:01:55.000000000,1.91666666667
"607 W 24th St, Austin, TX 78705, USA",78705,140200831,2014-01-20 13:33:41,01/20/2014,TRAFFIC STOP,TRAFFIC STOP,607-600 Block W 24TH ST,2014-01-20 13:33:41.000,2014-01-20 13:33:41.000,0 days 00:00:00.000000000,0.0
"12538 Research Blvd, Austin, TX 78759, USA",78759,140200831,2014-01-20 13:33:41,01/20/2014,TRAFFIC STOP,TRAFFIC STOP,607-600 Block W 24TH ST,2014-01-20 13:33:41.000,2014-01-20 13:33:41.000,0 days 00:00:00.000000000,0.0
"600 E Wonsley Dr, Austin, TX 78753, USA",78753,132340812,2013-08-22 11:39:56,08/22/2013,Disturbance Other,zCRIM TRESPASS-J,600 Block E Wonsley Dr,2013-08-22 11:39:27.000,2013-08-22 11:41:41.000,0 days 00:02:14.000000000,2.23333333333
"2800 N Lamar Blvd, Austin, TX 78705, USA",78705,132340812,2013-08-22 11:39:56,08/22/2013,Disturbance Other,zCRIM TRESPASS-J,600 Block E Wonsley Dr,2013-08-22 11:39:27.000,2013-08-22 11:41:41.000,0 days 00:02:14.000000000,2.23333333333
"3200 Mossrock Dr, Austin, TX 78757, USA",78757,141770037,2014-06-26 00:27:52,06/26/2014,DOC / C.O. Violation,DOC / C.O. Violation,3200 Block MOSSROCK DR,2014-06-26 00:27:16.000,2014-06-26 00:40:40.000,0 days 00:13:24.000000000,13.4
"10063 Jollyville Rd, Austin, TX 78759, USA",78759,141770037,2014-06-26 00:27:52,06/26/2014,DOC / C.O. Violation,DOC / C.O. Violation,3200 Block MOSSROCK DR,2014-06-26 00:27:16.000,2014-06-26 00:40:40.000,0 days 00:13:24.000000000,13.4
"5300 Summerset Trail, Austin, TX 78749, USA",78749,133530900,2013-12-19 12:06:11,12/19/2013,Special Assignment,Special Assignment,4200 Block N IH 35 SVRD SB,2013-12-19 12:06:11.000,2013-12-19 12:06:11.000,0 days 00:00:00.000000000,0.0
"3300 Northeast Dr, Austin, TX 78723, USA",78723,143240904,2014-11-20 13:40:33,11/20/2014,Check Welfare Urgent,xEDP INTERVENTION,3300 Block Northeast Dr,2014-11-20 13:39:32.000,2014-11-20 13:47:47.000,0 days 00:08:15.000000000,8.25
"6200 E Riverside Dr, Austin, TX 78741, USA",78741,162391445,2016-08-26 17:07:22,08/26/2016,Trespass Urgent,XACCIDENTAL DRUG OVERDOSE,6200 Block E Riverside Dr,2016-08-26 17:06:51.000,2016-08-26 17:14:26.000,0 days 00:07:35.000000000,7.58333333333
"900 Willow St, Austin, TX 78702, USA",78702,162391445,2016-08-26 17:07:22,08/26/2016,Trespass Urgent,XACCIDENTAL DRUG OVERDOSE,6200 Block E Riverside Dr,2016-08-26 17:06:51.000,2016-08-26 17:14:26.000,0 days 00:07:35.000000000,7.58333333333
"5200 Medford Dr, Austin, TX 78723, USA",78723,171931134,2017-07-12 16:21:59,07/12/2017,Traffic Hazard,Traffic Hazard,3600 Block N IH 35 SB,2017-07-12 16:21:16.000,2017-07-12 16:43:11.933,0 days 00:21:55.933000000,21.9166666667
"4537 S IH 35 Frontage Rd, Austin, TX 78744, USA",78744,120150157,2012-01-15 01:34:19,01/15/2012,DOC / C.O. Violation,DOC / C.O. Violation,10500 Block S Ih 35 Svrd Nb,2012-01-15 01:33:57.000,2012-01-15 02:30:08.000,0 days 00:56:11.000000000,56.1833333333
"1600 W 5th St, Austin, TX 78703, USA",78703,120150157,2012-01-15 01:34:19,01/15/2012,DOC / C.O. Violation,DOC / C.O. Violation,10500 Block S Ih 35 Svrd Nb,2012-01-15 01:33:57.000,2012-01-15 02:30:08.000,0 days 00:56:11.000000000,56.1833333333
"500 Brazos St, Austin, TX 78701, USA",78701,170031214,2017-01-03 16:21:31,01/03/2017,Special Assignment,Special Assignment,500 Block Brazos St,2017-01-03 16:21:31.000,2017-01-03 16:21:31.000,0 days 00:00:00.000000000,0.0
"2100 La Casa Dr, Austin, TX 78704, USA",78704,170031214,2017-01-03 16:21:31,01/03/2017,Special Assignment,Special Assignment,500 Block Brazos St,2017-01-03 16:21:31.000,2017-01-03 16:21:31.000,0 days 00:00:00.000000000,0.0
"700 Waller St, Austin, TX 78702, USA",78702,121641099,2012-06-12 14:15:13,06/12/2012,Subject Stop,Subject Stop,700 Block WALLER ST,2012-06-12 14:15:13.000,2012-06-12 14:15:13.000,0 days 00:00:00.000000000,0.0
"1500 Reagan Hill Dr, Austin, TX 78752, USA",78752,121641099,2012-06-12 14:15:13,06/12/2012,Subject Stop,Subject Stop,700 Block WALLER ST,2012-06-12 14:15:13.000,2012-06-12 14:15:13.000,0 days 00:00:00.000000000,0.0
"6900 Wentworth Dr, Austin, TX 78724, USA",78724,130781703,2013-03-19 19:49:00,03/19/2013,Service,Service,6900 Block WENTWORTH DR,2013-03-19 19:47:29.000,2013-03-19 21:51:15.000,0 days 02:03:46.000000000,123.766666667
"6610 Burnet Rd, Austin, TX 78757, USA",78757,130781703,2013-03-19 19:49:00,03/19/2013,Service,Service,6900 Block WENTWORTH DR,2013-03-19 19:47:29.000,2013-03-19 21:51:15.000,0 days 02:03:46.000000000,123.766666667
"2500 Huntwick Dr, Austin, TX 78741, USA",78741,131180131,2013-04-28 00:56:56,04/28/2013,Suspicious Person,Suspicious Person,2500 Block Huntwick Dr,2013-04-28 00:56:07.000,2013-04-28 00:59:26.000,0 days 00:03:19.000000000,3.31666666667
"11100 Seay St, Austin, TX 78754, USA",78754,131180131,2013-04-28 00:56:56,04/28/2013,Suspicious Person,Suspicious Person,2500 Block Huntwick Dr,2013-04-28 00:56:07.000,2013-04-28 00:59:26.000,0 days 00:03:19.000000000,3.31666666667
"9336 Neils Thompson Dr, Austin, TX 78758, USA",78758,131080688,2013-04-18 10:52:51,04/18/2013,On Site Incident,Crash Service,800 Block S MOPAC EXPY SB,2013-04-18 10:52:51.000,2013-04-18 10:52:51.000,0 days 00:00:00.000000000,0.0
"12400 Split Rail Cove, Austin, TX 78750, USA",78750,131270649,2013-05-07 10:18:36,05/07/2013,xCOMMUNITY POLICE,xCOMMUNITY POLICE,12400 Block SPLIT RAIL CV,2013-05-07 10:18:36.000,2013-05-07 10:18:36.000,0 days 00:00:00.000000000,0.0
"700 W 21st St, Austin, TX 78705, USA",78705,131270649,2013-05-07 10:18:36,05/07/2013,xCOMMUNITY POLICE,xCOMMUNITY POLICE,12400 Block SPLIT RAIL CV,2013-05-07 10:18:36.000,2013-05-07 10:18:36.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,132271676,2013-08-15 21:55:53,08/15/2013,zSTALLED VEHICLE,zSTALLED VEHICLE,9400 Block N CAPITAL OF TEXAS HWY NB,2013-08-15 21:55:53.000,2013-08-15 21:55:53.000,0 days 00:00:00.000000000,0.0
"3203 Longhorn Blvd #102, Austin, TX 78758, USA",78758,132271676,2013-08-15 21:55:53,08/15/2013,zSTALLED VEHICLE,zSTALLED VEHICLE,9400 Block N CAPITAL OF TEXAS HWY NB,2013-08-15 21:55:53.000,2013-08-15 21:55:53.000,0 days 00:00:00.000000000,0.0
"Austin, TX 78701, USA",78701,142061933,2014-07-25 22:22:26,07/25/2014,TRAFFIC STOP,TRAFFIC STOP,2600-2600 Block S IH 35 NB,2014-07-25 22:22:26.000,2014-07-25 22:22:26.000,0 days 00:00:00.000000000,0.0
"701 E Stassney Ln, Austin, TX 78745, USA",78745,142061933,2014-07-25 22:22:26,07/25/2014,TRAFFIC STOP,TRAFFIC STOP,2600-2600 Block S IH 35 NB,2014-07-25 22:22:26.000,2014-07-25 22:22:26.000,0 days 00:00:00.000000000,0.0
"601 Rio Grande St, Austin, TX 78701, USA",78701,160761801,2016-03-16 20:44:03,03/16/2016,zFLAGGED DOWN,zFLAGGED DOWN,W 6th St / Rio Grande St,2016-03-16 20:44:03.000,2016-03-16 20:44:03.000,0 days 00:00:00.000000000,0.0
"2600 Riddle Rd, Austin, TX 78748, USA",78748,152891123,2015-10-16 15:04:23,10/16/2015,Teleserve Refusal,xCRASH LEAVING THE SCENE,2800 Block S Ih 35 Svrd Sb,2015-10-16 15:03:56.000,2015-10-16 16:07:34.000,0 days 01:03:38.000000000,63.6333333333
"3000 Guadalupe St, Austin, TX 78705, USA",78705,171561634,2017-06-05 19:52:30,06/05/2017,Hang-ups,Hang-ups,3000 Block Guadalupe St,2017-06-05 19:52:12.000,2017-06-05 19:55:51.407,0 days 00:03:39.407000000,3.65
"800 W Cesar Chavez St, Austin, TX 78703, USA",78703,171561634,2017-06-05 19:52:30,06/05/2017,Hang-ups,Hang-ups,3000 Block Guadalupe St,2017-06-05 19:52:12.000,2017-06-05 19:55:51.407,0 days 00:03:39.407000000,3.65
"3700 Presidential Blvd, Austin, TX 78719, USA",78719,170710679,2017-03-12 11:30:36,03/12/2017,Traffic Stop,Traffic Stop,3700 Block Presidential Blvd,2017-03-12 11:30:36.000,2017-03-12 11:30:36.000,0 days 00:00:00.000000000,0.0
"1200 W 38th St, Austin, TX 78705, USA",78705,170710679,2017-03-12 11:30:36,03/12/2017,Traffic Stop,Traffic Stop,3700 Block Presidential Blvd,2017-03-12 11:30:36.000,2017-03-12 11:30:36.000,0 days 00:00:00.000000000,0.0
"800 Terrace Mountain Dr, West Lake Hills, TX 78746, USA",78746,120960303,2012-04-05 05:59:03,04/05/2012,Warrant Service,Warrant Service,800 Block TERRACE MOUNTAIN DR,2012-04-05 05:59:03.000,2012-04-05 05:59:03.000,0 days 00:00:00.000000000,0.0
"8900 Business Park Dr, Austin, TX 78759, USA",78759,120960303,2012-04-05 05:59:03,04/05/2012,Warrant Service,Warrant Service,800 Block TERRACE MOUNTAIN DR,2012-04-05 05:59:03.000,2012-04-05 05:59:03.000,0 days 00:00:00.000000000,0.0
"1000 E 11th St, Austin, TX 78702, USA",78702,143450767,2014-12-11 11:53:55,12/11/2014,Trespass Urgent,Trespass Urgent,1000 Block E 11th St,2014-12-11 11:53:15.000,2014-12-11 11:59:35.000,0 days 00:06:20.000000000,6.33333333333
"Bartlett St, Austin, TX 78704, USA",78704,171950220,2017-07-14 02:26:46,07/14/2017,*Call From TCSO - Non Emergenc,*Call From TCSO - Non Emergenc,13300 Block OLD SAN ANTONIO RD,2017-07-14 02:26:46.000,2017-07-14 02:35:26.103,0 days 00:08:40.103000000,8.66666666667
"4000 Sinclair Ave, Austin, TX 78756, USA",78756,153480542,2015-12-14 10:10:50,12/14/2015,DOC / C.O. Violation,DOC / C.O. Violation,4000 Block Sinclair Ave,2015-12-14 10:10:37.000,2015-12-14 10:35:40.000,0 days 00:25:03.000000000,25.05
"4300 Bonnell Vista Cove, Austin, TX 78731, USA",78731,153480542,2015-12-14 10:10:50,12/14/2015,DOC / C.O. Violation,DOC / C.O. Violation,4000 Block Sinclair Ave,2015-12-14 10:10:37.000,2015-12-14 10:35:40.000,0 days 00:25:03.000000000,25.05
"13800 Co Rd 183, Austin, TX 78717, USA",78717,172750665,2017-10-02 11:30:21,10/02/2017,Service,xTHEFT INFORMATION,Tello Path / Norman Trl,2017-10-02 11:28:17.000,2017-10-02 12:21:30.930,0 days 00:53:13.930000000,53.2166666667
"5300 West Gate Blvd, Sunset Valley, TX 78745, USA",78745,152600327,2015-09-17 06:42:50,09/17/2015,Traffic Hazard,Traffic Hazard,5300-5300 Block WEST GATE BLVD,2015-09-17 06:41:04.000,2015-09-17 07:09:01.000,0 days 00:27:57.000000000,27.95
"900 W Riverside Dr, Austin, TX 78704, USA",78704,152600327,2015-09-17 06:42:50,09/17/2015,Traffic Hazard,Traffic Hazard,5300-5300 Block WEST GATE BLVD,2015-09-17 06:41:04.000,2015-09-17 07:09:01.000,0 days 00:27:57.000000000,27.95
"2700 Market Garden Ln, Austin, TX 78745, USA",78745,121620686,2012-06-10 09:31:41,06/10/2012,Alarm Burglar,Alarm Burglar,2700 Block Market Garden Ln,2012-06-10 09:31:36.000,2012-06-10 09:42:40.000,0 days 00:11:04.000000000,11.0666666667
"4100 Guadalupe St, Austin, TX 78751, USA",78751,121620686,2012-06-10 09:31:41,06/10/2012,Alarm Burglar,Alarm Burglar,2700 Block Market Garden Ln,2012-06-10 09:31:36.000,2012-06-10 09:42:40.000,0 days 00:11:04.000000000,11.0666666667
"2900 FM973, Austin, TX 78725, USA",78725,120670891,2012-03-07 13:21:49,03/07/2012,Traffic Hazard,Traffic Hazard,2900 Block S Fm 973 Rd,2012-03-07 13:21:31.000,2012-03-07 13:39:47.000,0 days 00:18:16.000000000,18.2666666667
"5900 Burnet Rd, Austin, TX 78757, USA",78757,120670891,2012-03-07 13:21:49,03/07/2012,Traffic Hazard,Traffic Hazard,2900 Block S Fm 973 Rd,2012-03-07 13:21:31.000,2012-03-07 13:39:47.000,0 days 00:18:16.000000000,18.2666666667
"3700 Goodwin Ave, Austin, TX 78721, USA",78721,123291679,2012-11-24 22:13:10,11/24/2012,Public Intoxication,Public Intoxication,3700 Block Goodwin Ave,2012-11-24 22:12:32.000,2012-11-24 22:19:21.000,0 days 00:06:49.000000000,6.81666666667
"600 Neches St, Austin, TX 78701, USA",78701,123291679,2012-11-24 22:13:10,11/24/2012,Public Intoxication,Public Intoxication,3700 Block Goodwin Ave,2012-11-24 22:12:32.000,2012-11-24 22:19:21.000,0 days 00:06:49.000000000,6.81666666667
"516 W Oltorf St, Austin, TX 78704, USA",78704,132060770,2013-07-25 11:37:07,07/25/2013,Suspicious Person,Suspicious Person,S 1st St / W Oltorf St,2013-07-25 11:35:41.000,2013-07-25 11:44:38.000,0 days 00:08:57.000000000,8.95
"4100 Victory Dr, Austin, TX 78704, USA",78704,132060770,2013-07-25 11:37:07,07/25/2013,Suspicious Person,Suspicious Person,S 1st St / W Oltorf St,2013-07-25 11:35:41.000,2013-07-25 11:44:38.000,0 days 00:08:57.000000000,8.95
"8800 East Dr, Austin, TX 78753, USA",78753,143341124,2014-11-30 17:45:26,11/30/2014,Shots Fired,xASSIST COMPLAINANT,8800 Block East Dr,2014-11-30 17:45:00.000,2014-11-30 17:47:29.000,0 days 00:02:29.000000000,2.48333333333
"5200 Berkman Dr, Austin, TX 78723, USA",78723,143341124,2014-11-30 17:45:26,11/30/2014,Shots Fired,xASSIST COMPLAINANT,8800 Block East Dr,2014-11-30 17:45:00.000,2014-11-30 17:47:29.000,0 days 00:02:29.000000000,2.48333333333
"1600 Stephen F Austin Dr, Austin, TX 78703, USA",78703,160970475,2016-04-06 08:54:03,04/06/2016,zCHECKING AREA,zCHECKING AREA,1600 Block STEPHEN F AUSTIN DR,2016-04-06 08:54:03.000,2016-04-06 08:54:04.000,0 days 00:00:01.000000000,0.0166666666667
"602 E 7th St, Austin, TX 78701, USA",78701,160970475,2016-04-06 08:54:03,04/06/2016,zCHECKING AREA,zCHECKING AREA,1600 Block STEPHEN F AUSTIN DR,2016-04-06 08:54:03.000,2016-04-06 08:54:04.000,0 days 00:00:01.000000000,0.0166666666667
"2400 S Lamar Blvd, Austin, TX 78704, USA",78704,161891151,2016-07-07 15:36:52,07/07/2016,Crash HS,ZBLUE FORM COLLISION,2400 Block S LAMAR BLVD,2016-07-07 15:36:02.000,2016-07-07 15:41:00.000,0 days 00:04:58.000000000,4.96666666667
"Co Rd 183, Austin, TX 78717, USA",78717,161891151,2016-07-07 15:36:52,07/07/2016,Crash HS,ZBLUE FORM COLLISION,2400 Block S LAMAR BLVD,2016-07-07 15:36:02.000,2016-07-07 15:41:00.000,0 days 00:04:58.000000000,4.96666666667
"600 Neches St, Austin, TX 78701, USA",78701,172721077,2017-09-29 15:58:24,09/29/2017,Traffic Hazard,Traffic Hazard,1000 Block N Ih 35 Sb,2017-09-29 15:58:05.000,2017-09-29 16:19:53.530,0 days 00:21:48.530000000,21.8
"900 E 40th St, Austin, TX 78751, USA",78751,133391414,2013-12-05 18:57:59,12/05/2013,Burglary Urgent,xASSIST COMPLAINANT,900 Block E 40th St,2013-12-05 18:57:29.000,2013-12-05 19:00:12.000,0 days 00:02:43.000000000,2.71666666667
"300 Provines Dr, Austin, TX 78753, USA",78753,133391414,2013-12-05 18:57:59,12/05/2013,Burglary Urgent,xASSIST COMPLAINANT,900 Block E 40th St,2013-12-05 18:57:29.000,2013-12-05 19:00:12.000,0 days 00:02:43.000000000,2.71666666667
"2000 Burton Dr, Austin, TX 78741, USA",78741,161330414,2016-05-12 08:09:31,05/12/2016,Auto Theft Service,Auto Theft Service,2000 Block Burton Dr,2016-05-12 08:09:07.000,2016-05-12 08:41:19.000,0 days 00:32:12.000000000,32.2
"900 E 32nd St, Austin, TX 78705, USA",78705,161330414,2016-05-12 08:09:31,05/12/2016,Auto Theft Service,Auto Theft Service,2000 Block Burton Dr,2016-05-12 08:09:07.000,2016-05-12 08:41:19.000,0 days 00:32:12.000000000,32.2
"E Perimeter Rd, Austin, TX 78719, USA",78719,121591680,2012-06-07 20:39:31,06/07/2012,Perimeter Check - ARPT,Perimeter Check - ARPT,43-00 Block WEST PERIMETER RD,2012-06-07 20:39:31.000,2012-06-07 20:39:31.000,0 days 00:00:00.000000000,0.0
"11300 4 Points Dr, Austin, TX 78726, USA",78726,121591680,2012-06-07 20:39:31,06/07/2012,Perimeter Check - ARPT,Perimeter Check - ARPT,43-00 Block WEST PERIMETER RD,2012-06-07 20:39:31.000,2012-06-07 20:39:31.000,0 days 00:00:00.000000000,0.0
"1811 W Dittmar Rd, Austin, TX 78748, USA",78748,120411938,2012-02-10 22:30:31,02/10/2012,TRAFFIC STOP,TRAFFIC STOP,1811-1800 Block W DITTMAR RD,2012-02-10 22:30:31.000,2012-02-10 22:30:31.000,0 days 00:00:00.000000000,0.0
"2400 Town Lake Cir, Austin, TX 78741, USA",78741,120590192,2012-02-28 04:08:31,02/28/2012,ID Property Crimes,xBURGLARY OF VEHICLE,2400 Block Town Lake Cir,2012-02-28 04:07:03.000,2012-02-28 04:22:23.000,0 days 00:15:20.000000000,15.3333333333
"3600 Presidential Blvd, Austin, TX 78719, USA",78719,120590192,2012-02-28 04:08:31,02/28/2012,ID Property Crimes,xBURGLARY OF VEHICLE,2400 Block Town Lake Cir,2012-02-28 04:07:03.000,2012-02-28 04:22:23.000,0 days 00:15:20.000000000,15.3333333333
"1800 E Oltorf St, Austin, TX 78741, USA",78741,142351245,2014-08-23 15:53:46,08/23/2014,Disturbance HS,xASSAULT WITH INJURY,1800 Block E Oltorf St,2014-08-23 15:53:22.000,2014-08-23 15:58:21.000,0 days 00:04:59.000000000,4.98333333333
"400 Little Texas Ln, Austin, TX 78745, USA",78745,142351245,2014-08-23 15:53:46,08/23/2014,Disturbance HS,xASSAULT WITH INJURY,1800 Block E Oltorf St,2014-08-23 15:53:22.000,2014-08-23 15:58:21.000,0 days 00:04:59.000000000,4.98333333333
"1400 Cool Shadow Dr, Del Valle, TX 78617, USA",78617,160411464,2016-02-10 17:53:35,02/10/2016,Service,Service,1400 Block Cool Shadow Dr,2016-02-10 17:53:22.000,2016-02-10 18:55:22.000,0 days 01:02:00.000000000,62.0
"6400 Springdale Rd, Austin, TX 78723, USA",78723,160411464,2016-02-10 17:53:35,02/10/2016,Service,Service,1400 Block Cool Shadow Dr,2016-02-10 17:53:22.000,2016-02-10 18:55:22.000,0 days 01:02:00.000000000,62.0
"100 Oertli Ln, Austin, TX 78753, USA",78753,163620621,2016-12-27 11:37:08,12/27/2016,Disturbance Other,xFAMILY DISTURBANCE,100 Block Oertli Ln,2016-12-27 11:36:34.000,2016-12-27 11:41:02.197,0 days 00:04:28.197000000,4.46666666667
"2300 E William Cannon Dr, Austin, TX 78744, USA",78744,163620621,2016-12-27 11:37:08,12/27/2016,Disturbance Other,xFAMILY DISTURBANCE,100 Block Oertli Ln,2016-12-27 11:36:34.000,2016-12-27 11:41:02.197,0 days 00:04:28.197000000,4.46666666667
"1102 W Slaughter Ln, Austin, TX 78748, USA",78748,120230538,2012-01-23 09:25:54,01/23/2012,TRAFFIC STOP,TRAFFIC STOP,1102-1100 Block W SLAUGHTER LN,2012-01-23 09:25:54.000,2012-01-23 09:25:54.000,0 days 00:00:00.000000000,0.0
"602 Neches St, Austin, TX 78701, USA",78701,122161759,2012-08-03 21:17:12,08/03/2012,TRAFFIC STOP,TRAFFIC STOP,602-600 Block NECHES ST,2012-08-03 21:17:12.000,2012-08-03 21:17:12.000,0 days 00:00:00.000000000,0.0
"5100 N Lamar Blvd, Austin, TX 78751, USA",78751,122161759,2012-08-03 21:17:12,08/03/2012,TRAFFIC STOP,TRAFFIC STOP,602-600 Block NECHES ST,2012-08-03 21:17:12.000,2012-08-03 21:17:12.000,0 days 00:00:00.000000000,0.0
"6000 E Stassney Ln, Austin, TX 78744, USA",78744,120331736,2012-02-02 19:56:12,02/02/2012,zSTALLED VEHICLE,zSTALLED VEHICLE,6000 Block E STASSNEY LN,2012-02-02 19:56:12.000,2012-02-02 19:56:12.000,0 days 00:00:00.000000000,0.0
"200 Lavaca St, Austin, TX 78701, USA",78701,120331736,2012-02-02 19:56:12,02/02/2012,zSTALLED VEHICLE,zSTALLED VEHICLE,6000 Block E STASSNEY LN,2012-02-02 19:56:12.000,2012-02-02 19:56:12.000,0 days 00:00:00.000000000,0.0
"10600 Macmora Rd, Austin, TX 78758, USA",78758,120740429,2012-03-14 04:49:48,03/14/2012,Suspicious Unknown,Suspicious Unknown,10600 Block Macmora Rd,2012-03-14 04:48:48.000,2012-03-14 05:04:49.000,0 days 00:16:01.000000000,16.0166666667
"4000 Alexandria Dr, Austin, TX 78749, USA",78749,120740429,2012-03-14 04:49:48,03/14/2012,Suspicious Unknown,Suspicious Unknown,10600 Block Macmora Rd,2012-03-14 04:48:48.000,2012-03-14 05:04:49.000,0 days 00:16:01.000000000,16.0166666667
"3200 Amy Donovan Plaza, Austin, TX 78758, USA",78758,121901586,2012-07-08 21:01:02,07/08/2012,zCHECKING AREA,zCHECKING AREA,3200 Block AMY DONOVAN PLZ,2012-07-08 21:01:02.000,2012-07-08 21:01:02.000,0 days 00:00:00.000000000,0.0
